MEDIA_NAME,TIME(2020/07/29 20:43:35.915),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI
start screen,0.32977,0.35483,0.02708,0,0.32977,1,
start screen,0.7084,0.39029,0.19232,0.49321,0.21519,1,
start screen,0.98645,0.48078,0.42601,0.77296,0.21349,1,
13pt1.2spB,0.03264,0.47462,0.41152,0,0.03264,1,row7
13pt1.2spB,0.44371,0.45114,0.32051,0.04883,0.39488,1,row3
13pt1.2spB,0.67316,0.36556,0.2405,0.45982,0.21333,1,
13pt1.2spB,1.56183,0.31779,0.21595,0.69012,0.8717,1,
13pt1.2spB,2.20181,0.36589,0.24902,1.57796,0.62386,1,
13pt1.2spB,3.10655,0.44042,0.25648,2.21858,0.88797,1,
13pt1.2spB,3.4827,0.49622,0.26456,3.12598,0.35672,1,gap0
13pt1.2spB,3.88283,0.51506,0.26491,3.49922,0.38361,1,gap0
13pt1.2spB,4.38684,0.41512,0.23572,3.89319,0.49365,1,
13pt1.2spB,4.71547,0.3772,0.24892,4.40337,0.3121,1,
13pt1.2spB,5.17603,0.40397,0.26362,4.73235,0.44368,1,gap0
13pt1.2spB,5.89771,0.43308,0.23918,5.19229,0.70541,1,
13pt1.2spB,6.48982,0.49008,0.26383,5.91432,0.5755,1,gap0
13pt1.2spB,7.5079,0.4997,0.2581,6.50652,1.00139,1,
13pt1.2spB,8.06912,0.5505,0.24959,7.52509,0.54404,1,
13pt1.2spB,8.47795,0.59744,0.25854,8.08351,0.39444,1,
13pt1.2spB,8.97017,0.64788,0.25694,8.49361,0.47656,1,
13pt1.2spB,11.0735,0.61398,0.23071,10.6619,0.41161,1,
13pt1.2spB,11.45111,0.31274,0.31053,11.18787,0.26324,1,gap2
13pt1.2spB,11.87862,0.31337,0.28144,11.46803,0.41058,1,row1
13pt1.2spB,13.04613,0.31637,0.35767,11.8963,1.14983,1,gap4
13pt1.2spB,13.58653,0.38235,0.36486,13.06377,0.52277,1,row5
13pt1.2spB,14.21118,0.4349,0.34189,13.60312,0.60806,1,row4
13pt1.2spB,14.73631,0.34418,0.35549,14.22734,0.50897,1,gap4
13pt1.2spB,15.72382,0.37018,0.34838,14.75334,0.97047,1,row4
13pt1.2spB,16.39697,0.42805,0.34537,15.73967,0.6573,1,row4
13pt1.2spB,16.88835,0.46121,0.34747,16.41341,0.47495,1,row4
13pt1.2spB,17.23427,0.46371,0.38582,16.92195,0.31232,1,row6
13pt1.2spB,17.83043,0.52134,0.33349,17.25145,0.57898,1,gap3
13pt1.2spB,18.44971,0.58856,0.36649,17.84148,0.60823,1,row5
13pt1.2spB,18.81238,0.64719,0.33269,18.46687,0.3455,1,gap3
13pt1.2spB,19.55054,0.68703,0.36846,18.82745,0.72308,1,row5
13pt1.2spB,19.99445,0.31417,0.36974,19.66603,0.32841,1,row5
13pt1.2spB,20.4212,0.34066,0.34605,20.01144,0.40976,1,row4
13pt1.2spB,21.12691,0.39376,0.37057,20.43861,0.68829,1,row5
13pt1.2spB,21.7841,0.45782,0.37369,21.14392,0.64018,1,gap5
13pt1.2spB,22.44176,0.48756,0.36636,21.80087,0.64088,1,row5
13pt1.2spB,22.91832,0.53253,0.38986,22.4583,0.46002,1,row6
13pt1.2spB,23.49365,0.31197,0.40418,22.98395,0.5097,1,gap6
13pt1.2spB,24.05212,0.37345,0.39656,23.51033,0.54179,1,gap6
13pt1.2spB,24.80771,0.44596,0.41639,24.06888,0.73883,1,row7
13pt1.2spB,25.07068,0.41395,0.38336,24.82465,0.24603,1,gap5
13pt1.2spB,25.66153,0.31612,0.42238,25.08682,0.57471,1,gap7
13pt1.2spB,26.26968,0.37862,0.42819,25.67805,0.59163,1,gap7-row8
13pt1.2spB,26.74623,0.42328,0.43069,26.28654,0.45969,1,gap7-row8
13pt1.2spB,27.37111,0.47388,0.42523,26.76271,0.6084,1,gap7
13pt1.2spB,28.11047,0.48167,0.42627,27.38687,0.7236,1,gap7
13pt1.2spB,28.73409,0.49234,0.41199,28.12737,0.60672,1,row7
13pt1.2spB,29.16125,0.4569,0.43008,28.75055,0.41071,1,gap7-row8
13pt1.2spB,29.77065,0.32511,0.43647,29.1778,0.59285,1,row8
13pt1.2spB,29.91666,0.34897,0.47884,29.7854,0.13126,1,row10
13pt1.2spB,30.88684,0.41285,0.43656,30.13092,0.75592,1,row8
13pt1.2spB,31.52812,0.49324,0.44288,30.90254,0.62558,1,gap8
13pt1.2spB,32.08495,0.56378,0.44006,31.54909,0.53586,1,gap8
13pt1.2spB,32.38165,0.56219,0.46776,32.10155,0.28011,1,gap9
13pt1.2spB,33.15428,0.31946,0.51903,32.44687,0.70741,1,gapQuestion-Question
13pt1.2spB,33.82776,0.37951,0.50057,33.17075,0.65701,1,gapQuestion
13pt1.2spB,34.40302,0.42728,0.52924,33.84436,0.55865,1,Question
13pt1.2spB,35.075,0.49391,0.51728,34.4184,0.6566,1,gapQuestion
13pt1.2spB,35.63467,0.51751,0.51901,35.09206,0.54262,1,gapQuestion-Question
13pt1.2spB,36.39067,0.49764,0.51917,35.65062,0.74005,1,gapQuestion-Question
13pt1.2spB,36.6698,0.46433,0.50526,36.41153,0.25827,1,gapQuestion
13pt1.2spB,37.04825,0.37326,0.51647,36.68607,0.36218,1,gapQuestion
13pt1.2spB,37.52342,0.35145,0.53947,37.06383,0.45959,1,Question
13pt1.2spB,37.88832,0.36501,0.47208,37.6385,0.24982,1,gap9
13pt1.2spB,38.24791,0.32723,0.36129,37.90561,0.3423,1,gap4
13pt1.2spB,40.90799,0.42576,0.37193,38.46095,2.44704,1,row5
13pt1.2spB,41.72964,0.47595,0.36771,40.92426,0.80539,1,row5
13pt1.2spB,42.28818,0.51466,0.35113,41.74597,0.54221,1,gap4
13pt1.2spB,43.21094,0.63167,0.36316,42.3053,0.90564,1,gap4-row5
13pt1.2spB,43.86624,0.66248,0.38139,43.2243,0.64194,1,gap5
13pt1.2spB,44.52432,0.65501,0.37029,44.08121,0.44312,1,row5
13pt1.2spB,45.46121,0.53224,0.3589,44.58914,0.87207,1,gap4
20pt1.2sp,0.40811,0.53184,0.35128,0,0.40811,1,gap4
20pt1.2sp,0.75595,0.29969,0.58916,0.47784,0.27811,1,gapQuestion
20pt1.2sp,1.22955,0.23195,0.21159,0.82361,0.40594,1,gap0
20pt1.2sp,1.88672,0.27602,0.21311,1.24713,0.63959,1,gap0
20pt1.2sp,2.26395,0.355,0.21583,1.90353,0.36041,1,gap0
20pt1.2sp,2.74106,0.40705,0.18491,2.28098,0.46008,1,
20pt1.2sp,3.26636,0.51319,0.16519,2.75723,0.50912,1,
20pt1.2sp,3.7431,0.59103,0.19471,3.28253,0.46057,1,
20pt1.2sp,3.85907,0.63012,0.25149,3.75964,0.09943,1,gap1
20pt1.2sp,4.5152,0.59368,0.21564,4.02264,0.49255,1,gap0
20pt1.2sp,5.07495,0.62346,0.20746,4.53146,0.54349,1,gap0
20pt1.2sp,5.66537,0.24609,0.24879,5.13968,0.5257,1,gap1
20pt1.2sp,6.06097,0.24441,0.23495,5.68213,0.37885,1,row1-gap1
20pt1.2sp,6.66751,0.31009,0.23738,6.07724,0.59027,1,gap1
20pt1.2sp,6.99582,0.38208,0.24873,6.6839,0.31192,1,gap1
20pt1.2sp,7.37399,0.44183,0.20033,7.0126,0.36139,1,gap0
20pt1.2sp,8.09662,0.50977,0.21341,7.39102,0.7056,1,gap0
20pt1.2sp,8.4248,0.53959,0.21358,8.11298,0.31183,1,gap0
20pt1.2sp,8.65527,0.49556,0.24977,8.44199,0.21329,1,gap1
20pt1.2sp,9.09924,0.22716,0.30116,8.72375,0.37549,1,row3
20pt1.2sp,9.60818,0.2698,0.26823,9.11981,0.48837,1,row2
20pt1.2sp,9.95337,0.33733,0.27648,9.62482,0.32855,1,gap2
20pt1.2sp,10.38028,0.37241,0.26877,9.97015,0.41013,1,row2
20pt1.2sp,10.92279,0.22086,0.63233,10.44852,0.47427,1,gapQuestion
20pt1.2sp,11.45053,0.30809,0.61517,10.93939,0.51114,1,gapQuestion
20pt1.2sp,11.69434,0.2768,0.61569,11.46463,0.22971,1,gapQuestion
20pt1.2sp,12.23663,0.2064,0.66752,11.71112,0.52551,1,Question
20pt1.2sp,12.86221,0.2953,0.63935,12.40173,0.46048,1,gapQuestion
20pt1.2sp,13.19,0.37746,0.64495,12.87827,0.31174,1,gapQuestion
20pt1.2sp,13.55057,0.4872,0.63802,13.20667,0.3439,1,gapQuestion
20pt1.2sp,14.06076,0.51326,0.63725,13.56754,0.49323,1,gapQuestion
20pt1.2sp,14.32483,0.28489,0.47396,14.12628,0.19855,1,row8
20pt1.2sp,15.49069,0.22916,0.26013,14.39182,1.09888,1,row2
20pt1.2sp,16.01596,0.21993,0.28971,15.50745,0.50851,1,gap2
20pt1.2sp,16.5253,0.20047,0.31281,16.0332,0.4921,1,gap3
20pt1.2sp,16.9852,0.20689,0.38515,16.54178,0.44342,1,gap5
20pt1.2sp,17.74057,0.23072,0.39429,17.0022,0.73837,1,gap5
20pt1.2sp,17.9541,0.27159,0.52429,17.75711,0.19699,1,gap9
20pt1.2sp,18.2995,0.28487,0.60671,17.97055,0.32895,1,gapQuestion
20pt1.2sp,18.74573,0.31516,0.63142,18.31616,0.42957,1,gapQuestion
20pt1.2sp,19.28549,0.21839,0.40913,18.81052,0.47498,1,row6
20pt1.2sp,19.76239,0.20028,0.31736,19.4986,0.26379,1,gap3
20pt1.2sp,21.18997,0.21924,0.27735,19.77872,1.41125,1,gap2
20pt1.2sp,21.99554,0.21142,0.32373,21.20657,0.78897,1,gap3
20pt1.2sp,22.45544,0.22093,0.40756,22.01205,0.44339,1,row6
20pt1.2sp,23.31012,0.24999,0.42459,22.47183,0.83829,1,gap6
20pt1.2sp,23.93503,0.30926,0.42369,23.3266,0.60843,1,gap6
20pt1.2sp,24.3941,0.31527,0.41336,23.95007,0.44403,1,gap6
20pt1.2sp,24.77176,0.33013,0.42484,24.41055,0.36121,1,gap6
20pt1.2sp,25.34799,0.37967,0.39001,24.78833,0.55966,1,gap5
20pt1.2sp,25.72507,0.44706,0.40893,25.36758,0.35748,1,row6
20pt1.2sp,26.1192,0.45745,0.41889,25.74142,0.37778,1,gap6
20pt1.2sp,26.39877,0.46332,0.40688,26.13501,0.26376,1,row6
20pt1.2sp,26.94016,0.54289,0.40639,26.41571,0.52444,1,row6
20pt1.2sp,27.38382,0.5942,0.41146,26.95728,0.42654,1,row6-gap6
20pt1.2sp,27.84473,0.68006,0.42327,27.40024,0.44449,1,gap6
20pt1.2sp,28.09,0.64505,0.42538,27.86169,0.2283,1,gap6
20pt1.2sp,28.51782,0.48831,0.39975,28.15652,0.3613,1,gap5-row6
20pt1.2sp,28.86334,0.44111,0.39121,28.53714,0.3262,1,gap5
20pt1.2sp,29.24078,0.2672,0.4161,28.92877,0.31201,1,gap6
20pt1.2sp,29.52347,0.21931,0.42229,29.25726,0.2662,1,gap6
20pt1.2sp,30.0296,0.25851,0.37801,29.53589,0.49371,1,gap5
20pt1.2sp,30.44,0.32397,0.39171,30.0463,0.39371,1,gap5
20pt1.2sp,31.03195,0.39669,0.41255,30.45663,0.57532,1,gap6
20pt1.2sp,31.91956,0.45662,0.40428,31.04849,0.87106,1,row6
