MEDIA_NAME,TIME(2020/06/25 11:57:48.782),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI,
start screen,0.00000,0.46486,0.36294,0.00000,0.00000,1,,
start screen,0.00000,0.46497,0.36209,0.00000,0.00000,1,,
start screen,0.00000,0.46515,0.36119,0.00000,0.00000,1,,
start screen,0.06250,0.46524,0.36057,0.00000,0.06250,1,,
start screen,0.06250,0.46533,0.35999,0.00000,0.06250,1,,
start screen,0.06250,0.46536,0.35963,0.00000,0.06250,1,,
start screen,0.12500,0.46530,0.35934,0.00000,0.12500,1,,
start screen,0.12500,0.46525,0.35906,0.00000,0.12500,1,,
start screen,0.12500,0.46572,0.35831,0.00000,0.12500,1,,
start screen,0.12500,0.46608,0.35767,0.00000,0.12500,1,,
start screen,0.18750,0.46641,0.35706,0.00000,0.18750,1,,
start screen,0.18750,0.46650,0.35667,0.00000,0.18750,1,,
start screen,0.18750,0.46663,0.35590,0.00000,0.18750,1,,
start screen,0.18750,0.46675,0.35517,0.00000,0.18750,1,,
start screen,0.25000,0.46731,0.35720,0.00000,0.25000,1,,
start screen,0.25000,0.46895,0.35822,0.00000,0.25000,1,,
start screen,0.25000,0.47075,0.35822,0.00000,0.25000,1,,
start screen,0.25000,0.49261,0.38071,0.00000,0.25000,0,,
start screen,0.31250,0.50570,0.50318,0.00000,0.25000,0,,
start screen,0.31250,0.51076,0.54023,0.00000,0.25000,0,,
start screen,0.31250,0.52448,0.61280,0.00000,0.25000,0,,
start screen,0.37500,0.52958,0.60669,0.00000,0.25000,0,,
start screen,0.37500,0.53074,0.60747,0.00000,0.25000,0,,
start screen,0.37500,0.53074,0.60747,0.31250,0.06250,1,,
start screen,0.37500,0.53074,0.60747,0.31250,0.06250,1,,
start screen,0.43750,0.53074,0.60747,0.31250,0.12500,1,,
start screen,0.43750,0.53388,0.60480,0.31250,0.12500,0,,
start screen,0.43750,0.53388,0.60480,0.31250,0.12500,0,,
start screen,0.43750,0.53388,0.60480,0.31250,0.12500,0,,
start screen,0.50000,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.50000,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.50000,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.50000,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.56250,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.56250,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.56250,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.56250,0.00000,0.00000,0.31250,0.12500,0,,
start screen,0.62500,0.24023,0.28099,0.31250,0.12500,0,,
start screen,0.62500,0.50353,0.55140,0.31250,0.12500,0,,
start screen,0.62500,0.51664,0.55249,0.31250,0.12500,0,,
start screen,0.62500,0.52086,0.55330,0.31250,0.12500,0,,
start screen,0.68750,0.52126,0.55629,0.62500,0.06250,1,,
start screen,0.68750,0.52309,0.55801,0.62500,0.06250,1,,
start screen,0.68750,0.52432,0.55936,0.62500,0.06250,1,,
start screen,0.75000,0.52416,0.55928,0.62500,0.12500,1,,
start screen,0.75000,0.52387,0.56007,0.62500,0.12500,1,,
start screen,0.75000,0.52370,0.56054,0.62500,0.12500,1,,
start screen,0.75000,0.52343,0.55947,0.62500,0.12500,1,,
start screen,0.81250,0.52335,0.55953,0.62500,0.18750,1,,
start screen,0.81250,0.52332,0.55919,0.62500,0.18750,1,,
start screen,0.81250,0.52578,0.55233,0.62500,0.18750,1,,
start screen,0.81250,0.52769,0.54619,0.62500,0.18750,1,,
start screen,0.87500,0.52934,0.54088,0.62500,0.25000,1,,
start screen,0.87500,0.53178,0.53464,0.62500,0.25000,1,,
start screen,0.87500,0.53403,0.52887,0.62500,0.25000,1,,
start screen,0.87500,0.53604,0.52374,0.62500,0.25000,1,,
start screen,0.93750,0.53716,0.51944,0.62500,0.31250,1,,
start screen,0.93750,0.54911,0.48269,0.62500,0.31250,0,,
