MEDIA_NAME,TIME(2020/08/09 11:16:02.241),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI,
start screen,0.09888,0.36477,0.13351,0.00000,0.09888,1,,
start screen,0.41125,0.37509,0.14598,0.11572,0.29553,1,,
start screen,1.38153,0.60740,0.35525,0.52606,0.85547,1,,
13pt1.2spA,0.00000,0.60699,0.35605,0.00000,0.00000,1,,
13pt1.2spA,0.32861,0.57580,0.39032,0.01654,0.31207,1,,
13pt1.2spA,0.60907,0.41103,0.30274,0.39807,0.21100,1,row4,
13pt1.2spA,1.10077,0.37165,0.19835,0.62549,0.47528,1,,
13pt1.2spA,1.54419,0.40309,0.19085,1.11737,0.42682,1,,
13pt1.2spA,2.72864,0.45432,0.21306,1.56097,1.16766,1,,
13pt1.2spA,3.23755,0.50281,0.18839,2.74353,0.49402,1,,
13pt1.2spA,3.53241,0.50236,0.15674,3.25928,0.27313,1,,
13pt1.2spA,3.78009,0.43231,0.16380,3.54846,0.23163,1,,
13pt1.2spA,4.27161,0.35123,0.18045,3.79510,0.47650,1,,
13pt1.2spA,4.55164,0.36681,0.24938,4.28802,0.26361,1,gap1,
13pt1.2spA,4.83014,0.42076,0.30663,4.61621,0.21393,1,gap4,
13pt1.2spA,5.11023,0.42734,0.20252,4.84656,0.26367,1,,
13pt1.2spA,5.55414,0.40575,0.19183,5.12659,0.42755,1,,
13pt1.2spA,6.04565,0.43239,0.19993,5.57080,0.47485,1,,
13pt1.2spA,6.54016,0.46046,0.21839,6.06201,0.47815,1,gap0,
13pt1.2spA,6.86871,0.37635,0.47272,6.60468,0.26404,1,gapQuestion,
13pt1.2spA,7.24561,0.38221,0.52915,6.88336,0.36224,1,,
13pt1.2spA,7.73889,0.38422,0.50736,7.26233,0.47656,1,Question,
13pt1.2spA,7.92010,0.35154,0.57126,7.80408,0.11603,1,,
13pt1.2spA,8.43054,0.36798,0.53187,8.03589,0.39465,1,,
13pt1.2spA,9.10181,0.40517,0.53133,8.44574,0.65607,1,,
13pt1.2spA,9.52887,0.41793,0.53963,9.11829,0.41058,1,,
13pt1.2spA,10.21942,0.38974,0.47625,9.59589,0.62354,1,gapQuestion,
13pt1.2spA,10.58142,0.40604,0.51059,10.23645,0.34497,1,Question,
13pt1.2spA,11.33606,0.43141,0.49753,10.59680,0.73926,1,gapQuestion-Question,
13pt1.2spA,11.99390,0.47580,0.53608,11.35315,0.64075,1,,
13pt1.2spA,13.06085,0.53935,0.52531,12.01074,1.05011,1,Question,
13pt1.2spA,13.42365,0.51891,0.50081,13.07745,0.34619,1,Question,
13pt1.2spA,13.68530,0.49928,0.44889,13.44012,0.24518,1,gap10,
13pt1.2spA,14.04694,0.44399,0.32155,13.70129,0.34564,1,row5,
13pt1.2spA,14.32794,0.34604,0.26627,14.06378,0.26416,1,gap2,
13pt1.2spA,14.77203,0.36422,0.23073,14.44214,0.32990,1,row1,
13pt1.2spA,14.98260,0.38946,0.41101,14.78583,0.19678,1,row9,
13pt1.2spA,15.55817,0.39546,0.48711,14.99951,0.55865,1,gapQuestion,
13pt1.2spA,15.95410,0.39974,0.44436,15.57446,0.37964,1,gap10,
13pt1.2spA,16.46204,0.40519,0.32030,15.96997,0.49207,1,row5,
13pt1.2spA,16.87250,0.39259,0.26181,16.47906,0.39343,1,gap2,
13pt1.2spA,17.33276,0.39085,0.23161,16.88885,0.44391,1,row1,
13pt1.2spA,17.90814,0.39666,0.18596,17.34882,0.55933,1,,
13pt1.2spA,18.38458,0.37962,0.17342,17.92535,0.45923,1,,
13pt1.2spA,18.76166,0.37801,0.15101,18.40021,0.36145,1,,
13pt1.2spA,19.01025,0.41698,0.31137,18.77832,0.23193,1,gap4,
13pt1.2spA,19.64941,0.42700,0.42533,19.02539,0.62402,1,gap9,
13pt1.2spA,19.99481,0.39890,0.43786,19.66644,0.32837,1,row10,
13pt1.2spA,20.45349,0.36992,0.46547,20.01147,0.44202,1,gapQuestion,
13pt1.2spA,21.27576,0.42446,0.50726,20.47046,0.80530,1,Question,
13pt1.2spA,21.96643,0.46047,0.51148,21.29205,0.67438,1,Question,
13pt1.2spA,22.45801,0.46773,0.52296,21.98480,0.47321,1,Question,
13pt1.2spA,22.80310,0.50335,0.51764,22.47437,0.32874,1,Question,
13pt1.2spA,23.37854,0.52861,0.50164,22.91840,0.46014,1,Question,
13pt1.2spA,23.62537,0.46495,0.46765,23.39618,0.22919,1,gapQuestion,
13pt1.2spA,24.31409,0.38260,0.35931,23.78931,0.52478,1,gap6,
13pt1.2spA,25.39899,0.36690,0.34970,24.33051,1.06848,1,row6,
13pt1.2spA,25.85931,0.37855,0.35694,25.41553,0.44379,1,gap6,
13pt1.2spA,26.86145,0.42170,0.47440,25.87585,0.98560,1,gapQuestion,
13pt1.2spA,27.14050,0.40837,0.46667,26.87842,0.26208,1,gapQuestion,
13pt1.2spA,27.56854,0.40213,0.34454,27.15704,0.41150,1,row6,
13pt1.2spA,27.86407,0.38926,0.35143,27.58411,0.27997,1,gap6,
13pt1.2spA,28.09436,0.40762,0.32892,27.87982,0.21454,1,gap5,
10pt1.2sp,0.47424,0.39543,0.31451,0.00000,0.47424,1,gap3,
10pt1.2sp,0.81927,0.38035,0.22057,0.49078,0.32849,1,,
10pt1.2sp,1.69025,0.39713,0.25047,1.08466,0.60559,1,,
10pt1.2sp,2.56079,0.43445,0.24853,1.70660,0.85419,1,,
10pt1.2sp,3.00403,0.41708,0.25240,2.57770,0.42633,1,,
10pt1.2sp,3.54657,0.41206,0.26514,3.02106,0.52551,1,gap0,
10pt1.2sp,3.84204,0.43899,0.23250,3.56262,0.27942,1,,
10pt1.2sp,4.53363,0.40379,0.44990,3.90857,0.62506,1,gapQuestion,
10pt1.2sp,5.35345,0.43594,0.43205,4.54950,0.80396,1,gapQuestion,
10pt1.2sp,6.09241,0.48666,0.44346,5.37000,0.72241,1,gapQuestion,
10pt1.2sp,6.75122,0.52459,0.46406,6.10986,0.64136,1,Question,
10pt1.2sp,7.06250,0.49395,0.48730,6.77124,0.29126,1,,
10pt1.2sp,7.70313,0.40972,0.42398,7.07892,0.62421,1,row10,
10pt1.2sp,8.17969,0.34280,0.26877,7.96643,0.21326,1,gap0,
10pt1.2sp,8.50854,0.37497,0.25272,8.19647,0.31207,1,,
10pt1.2sp,9.01642,0.37544,0.26527,8.52435,0.49207,1,gap0,
10pt1.2sp,9.39435,0.39128,0.43697,9.08228,0.31207,1,gapQuestion,
10pt1.2sp,9.77209,0.39568,0.43252,9.41083,0.36127,1,gapQuestion,
10pt1.2sp,10.00336,0.37655,0.32057,9.78857,0.21478,1,gap3,
10pt1.2sp,10.54498,0.38937,0.29725,10.02075,0.52423,1,gap2,
10pt1.2sp,10.90808,0.38698,0.25410,10.56152,0.34656,1,,
10pt1.2sp,11.94147,0.39369,0.24118,10.92377,1.01770,1,,
10pt1.2sp,12.87872,0.41677,0.23471,11.95801,0.92072,1,,
10pt1.2sp,13.78149,0.42916,0.27092,12.89911,0.88239,1,gap0,
10pt1.2sp,14.45514,0.44972,0.26376,13.79749,0.65765,1,gap0,
10pt1.2sp,15.35870,0.46592,0.24507,14.47095,0.88776,1,,
10pt1.2sp,15.90094,0.46884,0.27939,15.37506,0.52588,1,row1-gap1,
10pt1.2sp,16.14746,0.49194,0.31219,15.91748,0.22998,1,row3,
10pt1.2sp,16.67310,0.48723,0.32051,16.16425,0.50885,1,gap3,
10pt1.2sp,18.10272,0.49737,0.28754,16.68927,1.41345,1,gap1,
10pt1.2sp,18.38092,0.50543,0.29908,18.11951,0.26141,1,gap2,
10pt1.2sp,18.85767,0.49857,0.26717,18.39807,0.45959,1,gap0,
10pt1.2sp,19.18695,0.51310,0.31253,18.87408,0.31287,1,row3,
10pt1.2sp,19.89453,0.49571,0.26702,19.20276,0.69177,1,gap0,
10pt1.2sp,20.13916,0.43321,0.33829,19.90918,0.22998,1,gap4,
10pt1.2sp,20.56866,0.41792,0.46560,20.15552,0.41315,1,Question,
10pt1.2sp,21.04321,0.42935,0.47418,20.58441,0.45880,1,Question,
10pt1.2sp,21.71661,0.43692,0.45733,21.06006,0.65656,1,Question,
