MEDIA_NAME,TIME(2020/07/29 20:43:35.915),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI,
start screen,0.00000,0.33524,0.03693,0.00000,0.00000,1,,
start screen,0.01657,0.33763,0.03712,0.00000,0.01657,1,,
start screen,0.03287,0.33942,0.03762,0.00000,0.03287,1,,
start screen,0.04936,0.34065,0.03570,0.00000,0.04936,1,,
start screen,0.06602,0.34162,0.03332,0.00000,0.06603,1,,
start screen,0.08253,0.34335,0.02981,0.00000,0.08254,1,,
start screen,0.09865,0.34494,0.02621,0.00000,0.09865,1,,
start screen,0.11516,0.34641,0.02357,0.00000,0.11516,1,,
start screen,0.13174,0.34832,0.02334,0.00000,0.13174,1,,
start screen,0.14900,0.34908,0.02277,0.00000,0.14900,1,,
start screen,0.16501,0.34991,0.02315,0.00000,0.16501,1,,
start screen,0.18170,0.35067,0.02274,0.00000,0.18170,1,,
start screen,0.19844,0.35156,0.02289,0.00000,0.19844,1,,
start screen,0.21519,0.35228,0.02241,0.00000,0.21520,1,,
start screen,0.23105,0.35301,0.02201,0.00000,0.23105,1,,
start screen,0.24733,0.35358,0.02271,0.00000,0.24733,1,,
start screen,0.26497,0.35413,0.02343,0.00000,0.26497,1,,
start screen,0.27972,0.35483,0.02708,0.00000,0.27972,1,,
start screen,0.29909,0.35483,0.02708,0.00000,0.29909,1,,
start screen,0.31273,0.35483,0.02708,0.00000,0.31273,1,,
start screen,0.32977,0.35483,0.02708,0.00000,0.32977,1,,
start screen,0.34636,0.37109,0.02321,0.00000,0.32977,0,,
start screen,0.36417,0.37109,0.02321,0.00000,0.32977,0,,
start screen,0.37883,0.37109,0.02321,0.00000,0.32977,0,,
start screen,0.39487,0.00000,0.00000,0.00000,0.32977,0,,
start screen,0.41129,0.00000,0.00000,0.00000,0.32977,0,,
start screen,0.42801,0.00000,0.00000,0.00000,0.32977,0,,
start screen,0.44472,0.00000,0.00000,0.00000,0.32977,0,,
start screen,0.46136,0.00000,0.00000,0.00000,0.32977,0,,
start screen,0.47870,0.24323,0.02231,0.00000,0.32977,0,,
start screen,0.49321,0.41292,0.05111,0.00000,0.32977,0,,
start screen,0.51013,0.37685,0.05892,0.00000,0.32977,0,,
start screen,0.52649,0.36613,0.07165,0.00000,0.32977,0,,
start screen,0.54318,0.36442,0.08543,0.49321,0.04997,1,,
start screen,0.56012,0.36328,0.09259,0.49321,0.06691,1,,
start screen,0.57562,0.36373,0.09861,0.49321,0.08241,1,,
start screen,0.59222,0.36097,0.10134,0.49321,0.09901,1,,
start screen,0.60806,0.35877,0.10277,0.49321,0.11485,1,,
start screen,0.62511,0.35692,0.10061,0.49321,0.13190,1,,
start screen,0.64174,0.36229,0.11345,0.49321,0.14853,1,,
start screen,0.65849,0.36678,0.12480,0.49321,0.16528,1,,
start screen,0.67560,0.37671,0.15276,0.49321,0.18239,1,,
start screen,0.69189,0.38404,0.17416,0.49321,0.19868,1,,
start screen,0.70840,0.39029,0.19232,0.49321,0.21519,1,,
start screen,0.72337,0.40413,0.24461,0.49321,0.21519,0,,
start screen,0.74002,0.44932,0.35939,0.49321,0.21519,0,,
start screen,0.75650,0.46464,0.39740,0.49321,0.21519,0,,
start screen,0.77296,0.48518,0.46476,0.49321,0.21519,0,,
start screen,0.78975,0.48596,0.46021,0.49321,0.21519,0,,
start screen,0.80678,0.48597,0.45561,0.49321,0.21519,0,,
start screen,0.82170,0.48538,0.46347,0.77296,0.04874,1,,
start screen,0.83853,0.48800,0.46706,0.77296,0.06557,1,,
start screen,0.85498,0.48978,0.47054,0.77296,0.08202,1,,
start screen,0.87105,0.48897,0.47162,0.77296,0.09808,1,,
start screen,0.88806,0.49094,0.47014,0.77296,0.11510,1,,
start screen,0.90504,0.49247,0.46898,0.77296,0.13208,1,,
start screen,0.92232,0.49048,0.45961,0.77296,0.14935,1,,
start screen,0.93675,0.48747,0.44830,0.77296,0.16379,1,,
start screen,0.95334,0.48500,0.43909,0.77296,0.18037,1,,
start screen,0.96960,0.48296,0.43085,0.77296,0.19664,1,,
start screen,0.98645,0.48078,0.42601,0.77296,0.21349,1,,
13pt1.2spB,0.00000,0.47884,0.42154,0.00000,0.00000,1,gap7,
13pt1.2spB,0.01637,0.47648,0.41588,0.00000,0.01638,1,row7,
13pt1.2spB,0.03264,0.47462,0.41152,0.00000,0.03264,1,row7,
13pt1.2spB,0.04883,0.46456,0.37632,0.00000,0.03264,0,,
13pt1.2spB,0.06503,0.45667,0.36937,0.00000,0.03264,0,,
13pt1.2spB,0.08183,0.44883,0.35135,0.00000,0.03264,0,,
13pt1.2spB,0.09821,0.44489,0.34129,0.04883,0.04938,1,row4,
13pt1.2spB,0.11430,0.44185,0.33205,0.04883,0.06548,1,gap3,
13pt1.2spB,0.13159,0.44033,0.33112,0.04883,0.08276,1,gap3,
13pt1.2spB,0.14786,0.43903,0.32878,0.04883,0.09903,1,gap3,
13pt1.2spB,0.16452,0.44105,0.32688,0.04883,0.11569,1,row3,
13pt1.2spB,0.18114,0.44221,0.32905,0.04883,0.13231,1,gap3,
13pt1.2spB,0.19774,0.44320,0.33155,0.04883,0.14891,1,gap3,
13pt1.2spB,0.21417,0.44338,0.33084,0.04883,0.16534,1,gap3,
13pt1.2spB,0.23096,0.44479,0.33343,0.04883,0.18213,1,gap3,
13pt1.2spB,0.24736,0.44602,0.33620,0.04883,0.19853,1,gap3,
13pt1.2spB,0.26387,0.44689,0.34062,0.04883,0.21504,1,gap3-row4,
13pt1.2spB,0.27870,0.44726,0.34074,0.04883,0.22987,1,gap3-row4,
13pt1.2spB,0.29575,0.44755,0.34036,0.04883,0.24692,1,gap3-row4,
13pt1.2spB,0.31212,0.44794,0.33646,0.04883,0.26329,1,gap3,
13pt1.2spB,0.32878,0.44852,0.33309,0.04883,0.27995,1,gap3,
13pt1.2spB,0.34801,0.44903,0.33008,0.04883,0.29918,1,gap3,
13pt1.2spB,0.36555,0.44948,0.32760,0.04883,0.31673,1,row3,
13pt1.2spB,0.38136,0.45010,0.32601,0.04883,0.33253,1,row3,
13pt1.2spB,0.39372,0.45068,0.32492,0.04883,0.34489,1,row3,
13pt1.2spB,0.41066,0.45095,0.32315,0.04883,0.36183,1,row3,
