MEDIA_NAME,TIME(2020/06/18 16:22:17.797),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV
start screen,0,0.54493,0.15271,0,0,0
start screen,0.0166,0.54507,0.15485,0,0,0
start screen,0.03271,0.54675,0.16145,0,0.03271,1
start screen,0.0498,0.54786,0.16114,0,0.0498,1
start screen,0.06592,0.5486,0.16092,0,0.06591,1
start screen,0.08252,0.55012,0.16124,0,0.08252,1
start screen,0.09912,0.5519,0.16002,0,0.09912,1
start screen,0.11572,0.55328,0.15907,0,0.11572,1
start screen,0.13232,0.55424,0.15619,0,0.13232,1
start screen,0.14941,0.55466,0.15425,0,0.14941,1
start screen,0.16602,0.55501,0.15263,0,0.16601,1
start screen,0.18066,0.55651,0.15167,0,0.18066,1
start screen,0.19775,0.55815,0.15152,0,0.19775,1
start screen,0.21436,0.55957,0.1514,0,0.21435,1
start screen,0.23096,0.55989,0.15064,0,0.23095,1
start screen,0.24756,0.55916,0.15151,0,0.24756,1
start screen,0.26465,0.55842,0.15375,0,0.26465,1
start screen,0.2793,0.55863,0.15772,0,0.27929,1
start screen,0.29639,0.55877,0.16301,0,0.29638,1
start screen,0.3125,0.55883,0.16907,0,0.3125,1
start screen,0.32959,0.55973,0.17514,0,0.32959,1
start screen,0.34619,0.55893,0.17944,0,0.34619,1
start screen,0.36426,0.56153,0.2119,0,0.34619,0
start screen,0.37939,0.55884,0.19968,0,0.34619,0
start screen,0.39453,0.55884,0.19188,0,0.34619,0
start screen,0.41113,0.55896,0.18554,0.36426,0.04688,1
start screen,0.42725,0.54514,0.20629,0.36426,0.06299,1
start screen,0.44678,0.53764,0.22154,0.36426,0.08252,1
start screen,0.46338,0.53227,0.23243,0.36426,0.09912,1
start screen,0.47949,0.52557,0.24186,0.36426,0.11523,1
start screen,0.49707,0.52076,0.2435,0.36426,0.13281,1
start screen,0.51123,0.51684,0.24323,0.36426,0.14697,1
start screen,0.52783,0.51486,0.24815,0.36426,0.16357,1
start screen,0.54248,0.5125,0.2506,0.36426,0.17822,1
start screen,0.55908,0.51048,0.25301,0.36426,0.19482,1
start screen,0.57568,0.50826,0.25705,0.36426,0.21143,1
start screen,0.59277,0.5076,0.25879,0.36426,0.22852,1
start screen,0.60986,0.48973,0.28595,0.36426,0.22852,0
start screen,0.625,0.48495,0.30502,0.36426,0.22852,0
start screen,0.6416,0.47179,0.37829,0.36426,0.22852,0
start screen,0.65771,0.46282,0.42446,0.36426,0.22852,0
start screen,0.67432,0.46282,0.42446,0.36426,0.22852,0
start screen,0.69189,0.46282,0.42446,0.36426,0.22852,0
start screen,0.7085,0,0,0.36426,0.22852,0
start screen,0.72754,0,0,0.36426,0.22852,0
start screen,0.74121,0,0,0.36426,0.22852,0
start screen,0.75732,0,0,0.36426,0.22852,0
start screen,0.77344,0,0,0.36426,0.22852,0
start screen,0.79004,0,0,0.36426,0.22852,0
start screen,0.80664,0,0,0.36426,0.22852,0
start screen,0.82324,0,0,0.36426,0.22852,0
start screen,0.83887,0,0,0.36426,0.22852,0
start screen,0.85596,0.47716,0.35988,0.36426,0.22852,0
start screen,0.87207,0.52109,0.31921,0.36426,0.22852,0
start screen,0.88818,0.52832,0.30232,0.36426,0.22852,0
start screen,0.90479,0.54991,0.27617,0.36426,0.22852,0
start screen,0.92139,0.49971,0.24509,0.36426,0.22852,0
start screen,0.94043,0.48629,0.25047,0.36426,0.22852,0
start screen,0.95752,0.47972,0.25408,0.90479,0.05273,1
start screen,0.97168,0.47795,0.24589,0.90479,0.06689,1
start screen,0.9873,0.47683,0.23816,0.90479,0.08252,1
start screen,1.00342,0.47602,0.23261,0.90479,0.09863,1
start screen,1.01953,0.47694,0.22641,0.90479,0.11475,1
start screen,1.03613,0.47579,0.22139,0.90479,0.13135,1
start screen,1.05176,0.47482,0.21636,0.90479,0.14697,1
start screen,1.06787,0.47374,0.21464,0.90479,0.16309,1
start screen,1.08594,0.47303,0.20489,0.90479,0.18115,1
start screen,1.10107,0.47236,0.1947,0.90479,0.19629,1
start screen,1.11719,0.46864,0.18392,0.90479,0.2124,1
start screen,1.13428,0.46712,0.17487,0.90479,0.22949,1
start screen,1.15039,0.46114,0.1379,0.90479,0.22949,0
start screen,1.16699,0.45326,0.1119,0.90479,0.22949,0
start screen,1.18408,0.44425,0.10352,0.90479,0.22949,0
start screen,1.20313,0.44019,0.10676,1.15039,0.05273,1
start screen,1.21924,0.44097,0.11478,1.15039,0.06885,1
start screen,1.2373,0.44286,0.12788,1.15039,0.08691,1
start screen,1.25049,0.4443,0.13785,1.15039,0.1001,1
start screen,1.2666,0.44267,0.13965,1.15039,0.11621,1
start screen,1.28223,0.44192,0.13635,1.15039,0.13184,1
start screen,1.29834,0.44109,0.13136,1.15039,0.14795,1
start screen,1.31494,0.44259,0.12745,1.15039,0.16455,1
start screen,1.33203,0.45228,0.12792,1.15039,0.18164,1
start screen,1.34814,0.4605,0.12863,1.15039,0.19775,1
start screen,1.36523,0.47095,0.13097,1.15039,0.21484,1
start screen,1.38232,0.48021,0.13213,1.15039,0.23193,1
start screen,1.39746,0.48843,0.13227,1.15039,0.24707,1
start screen,1.41309,0.49654,0.13183,1.15039,0.2627,1
start screen,1.42969,0.53464,0.13148,1.15039,0.2627,0
start screen,1.44678,0.58156,0.12695,1.15039,0.2627,0
start screen,1.46289,0.58922,0.13171,1.15039,0.2627,0
start screen,1.48047,0.59426,0.14257,1.42969,0.05078,1
start screen,1.49561,0.5967,0.15573,1.42969,0.06592,1
start screen,1.51172,0.59605,0.16338,1.42969,0.08203,1
20pt1.2sp,0,0.5969,0.16811,0,0,1
20pt1.2sp,0.01611,0.59775,0.16946,0,0.01611,1
20pt1.2sp,0.03223,0.59022,0.17641,0,0.03223,1
20pt1.2sp,0.04883,0.58254,0.18193,0,0.04883,1
20pt1.2sp,0.06543,0.57625,0.18572,0,0.06543,1
20pt1.2sp,0.08154,0.57262,0.18502,0,0.08154,1
20pt1.2sp,0.09766,0.57032,0.18593,0,0.09766,1
20pt1.2sp,0.11426,0.56839,0.18631,0,0.11426,1
20pt1.2sp,0.13086,0.56624,0.18991,0,0.13086,1
20pt1.2sp,0.14795,0.56373,0.19187,0,0.14795,1
20pt1.2sp,0.16455,0.56152,0.19251,0,0.16455,1
20pt1.2sp,0.18213,0.55954,0.19222,0,0.18213,1
20pt1.2sp,0.19678,0.53492,0.20385,0,0.18213,0
20pt1.2sp,0.21338,0.53025,0.1787,0,0.18213,0
20pt1.2sp,0.22998,0.53087,0.17494,0,0.18213,0
20pt1.2sp,0.24658,0.53686,0.16423,0.19678,0.0498,1
20pt1.2sp,0.26318,0.54029,0.15883,0.19678,0.06641,1
20pt1.2sp,0.27979,0.54042,0.16086,0.19678,0.08301,1
20pt1.2sp,0.29492,0.54055,0.16366,0.19678,0.09814,1
20pt1.2sp,0.31201,0.54071,0.16629,0.19678,0.11523,1
20pt1.2sp,0.32813,0.54088,0.16823,0.19678,0.13135,1
20pt1.2sp,0.34473,0.53911,0.16537,0.19678,0.14795,1
20pt1.2sp,0.36182,0.53768,0.16214,0.19678,0.16504,1
20pt1.2sp,0.37842,0.53662,0.16072,0.19678,0.18164,1
20pt1.2sp,0.39355,0.52959,0.15934,0.19678,0.19678,1
20pt1.2sp,0.41064,0.52357,0.15851,0.19678,0.21387,1
20pt1.2sp,0.42676,0.50833,0.1582,0.19678,0.22998,1
20pt1.2sp,0.44336,0.49651,0.1605,0.19678,0.24658,1
20pt1.2sp,0.45947,0.48617,0.16279,0.19678,0.2627,1
20pt1.2sp,0.47607,0.44568,0.16514,0.19678,0.2627,0
20pt1.2sp,0.49316,0.37995,0.15896,0.19678,0.2627,0
20pt1.2sp,0.50879,0.35886,0.16126,0.19678,0.2627,0
20pt1.2sp,0.52588,0.32114,0.16445,0.19678,0.2627,0
20pt1.2sp,0.54199,0.30009,0.19321,0.19678,0.2627,0
20pt1.2sp,0.55908,0.29414,0.20751,0.19678,0.2627,0
20pt1.2sp,0.57568,0.28434,0.21609,0.52588,0.0498,1
20pt1.2sp,0.59473,0.2761,0.21434,0.52588,0.06885,1
20pt1.2sp,0.61328,0.27063,0.21292,0.52588,0.0874,1
20pt1.2sp,0.62549,0.26727,0.20916,0.52588,0.09961,1
20pt1.2sp,0.64209,0.26397,0.20665,0.52588,0.11621,1
20pt1.2sp,0.65869,0.26125,0.20435,0.52588,0.13281,1
20pt1.2sp,0.67578,0.25896,0.19935,0.52588,0.1499,1
20pt1.2sp,0.69189,0.25832,0.19455,0.52588,0.16602,1
20pt1.2sp,0.71045,0.25782,0.19069,0.52588,0.18457,1
20pt1.2sp,0.72656,0.25613,0.18757,0.52588,0.20068,1
20pt1.2sp,0.74072,0.25362,0.18568,0.52588,0.21484,1
20pt1.2sp,0.75781,0.25169,0.18473,0.52588,0.23193,1
20pt1.2sp,0.77295,0.24952,0.18384,0.52588,0.24707,1
20pt1.2sp,0.7915,0.2478,0.18418,0.52588,0.26563,1
20pt1.2sp,0.80518,0.24616,0.18424,0.52588,0.2793,1
20pt1.2sp,0.82373,0.24628,0.1824,0.52588,0.29785,1
20pt1.2sp,0.8374,0.24533,0.17953,0.52588,0.31152,1
20pt1.2sp,0.854,0.24445,0.17679,0.52588,0.32813,1
20pt1.2sp,0.87109,0.24367,0.17423,0.52588,0.34521,1
20pt1.2sp,0.88721,0.24347,0.17235,0.52588,0.36133,1
20pt1.2sp,0.90381,0.24337,0.171,0.52588,0.37793,1
20pt1.2sp,0.92041,0.24259,0.17025,0.52588,0.39453,1
20pt1.2sp,0.94043,0.24297,0.17034,0.52588,0.41455,1
20pt1.2sp,0.95361,0.2434,0.17064,0.52588,0.42773,1
20pt1.2sp,0.96924,0.24427,0.17074,0.52588,0.44336,1
20pt1.2sp,0.98828,0.24443,0.16972,0.52588,0.4624,1
20pt1.2sp,1.00391,0.24438,0.16798,0.52588,0.47803,1
20pt1.2sp,1.02002,0.23912,0.1394,0.52588,0.47803,0
20pt1.2sp,1.03564,0.2309,0.12341,0.52588,0.47803,0
20pt1.2sp,1.05127,0.22712,0.11458,0.52588,0.47803,0
20pt1.2sp,1.06787,0.23551,0.11409,1.02002,0.04785,1
20pt1.2sp,1.08447,0.244,0.1178,1.02002,0.06445,1
20pt1.2sp,1.10059,0.25001,0.12169,1.02002,0.08057,1
20pt1.2sp,1.1167,0.25282,0.12111,1.02002,0.09668,1
20pt1.2sp,1.1333,0.25508,0.12592,1.02002,0.11328,1
20pt1.2sp,1.15039,0.25697,0.13028,1.02002,0.13037,1
20pt1.2sp,1.1665,0.25611,0.13327,1.02002,0.14648,1
20pt1.2sp,1.18213,0.2555,0.13541,1.02002,0.16211,1
20pt1.2sp,1.19873,0.25524,0.13805,1.02002,0.17871,1
20pt1.2sp,1.21533,0.25704,0.13992,1.02002,0.19531,1
20pt1.2sp,1.23193,0.25738,0.14262,1.02002,0.21191,1
20pt1.2sp,1.24756,0.25749,0.14429,1.02002,0.22754,1
20pt1.2sp,1.26416,0.25658,0.14263,1.02002,0.24414,1
20pt1.2sp,1.28076,0.25693,0.14072,1.02002,0.26074,1
20pt1.2sp,1.29736,0.25718,0.13868,1.02002,0.27734,1
20pt1.2sp,1.31396,0.25754,0.1385,1.02002,0.29395,1
20pt1.2sp,1.33105,0.25827,0.13834,1.02002,0.31104,1
20pt1.2sp,1.34766,0.25914,0.13911,1.02002,0.32764,1
20pt1.2sp,1.36377,0.26104,0.1418,1.02002,0.34375,1
20pt1.2sp,1.37988,0.26297,0.14574,1.02002,0.35986,1
20pt1.2sp,1.396,0.26484,0.14978,1.02002,0.37598,1
20pt1.2sp,1.4126,0.26727,0.15091,1.02002,0.39258,1
20pt1.2sp,1.4292,0.26949,0.15183,1.02002,0.40918,1
20pt1.2sp,1.4458,0.27133,0.15157,1.02002,0.42578,1
20pt1.2sp,1.4624,0.2725,0.15068,1.02002,0.44238,1
20pt1.2sp,1.479,0.29668,0.16125,1.02002,0.44238,0
20pt1.2sp,1.49414,0.29613,0.12948,1.02002,0.44238,0
20pt1.2sp,1.51123,0.30539,0.12719,1.02002,0.44238,0
20pt1.2sp,1.52734,0.31363,0.1263,1.479,0.04834,1
20pt1.2sp,1.54346,0.31869,0.12691,1.479,0.06445,1
20pt1.2sp,1.56055,0.32018,0.12579,1.479,0.08154,1
20pt1.2sp,1.57715,0.31999,0.12388,1.479,0.09814,1
20pt1.2sp,1.59375,0.31988,0.12265,1.479,0.11475,1
20pt1.2sp,1.61035,0.32132,0.12243,1.479,0.13135,1
20pt1.2sp,1.62793,0.32231,0.12482,1.479,0.14893,1
20pt1.2sp,1.64355,0.32312,0.12678,1.479,0.16455,1
20pt1.2sp,1.65967,0.32427,0.13022,1.479,0.18066,1
20pt1.2sp,1.67676,0.32591,0.13091,1.479,0.19775,1
20pt1.2sp,1.69287,0.32715,0.13039,1.479,0.21387,1
20pt1.2sp,1.71143,0.3262,0.12908,1.479,0.23242,1
20pt1.2sp,1.72607,0.32596,0.12641,1.479,0.24707,1
20pt1.2sp,1.7417,0.32575,0.12404,1.479,0.2627,1
20pt1.2sp,1.75732,0.32581,0.12074,1.479,0.27832,1
20pt1.2sp,1.77393,0.32603,0.11986,1.479,0.29492,1
20pt1.2sp,1.79053,0.32622,0.11908,1.479,0.31152,1
20pt1.2sp,1.81055,0.32381,0.11867,1.479,0.33154,1
20pt1.2sp,1.82373,0.32282,0.11804,1.479,0.34473,1
20pt1.2sp,1.84033,0.32195,0.1177,1.479,0.36133,1
20pt1.2sp,1.85645,0.32011,0.11743,1.479,0.37744,1
20pt1.2sp,1.87354,0.31805,0.118,1.479,0.39453,1
20pt1.2sp,1.89063,0.31643,0.11965,1.479,0.41162,1
20pt1.2sp,1.90625,0.31663,0.1209,1.479,0.42725,1
20pt1.2sp,1.92773,0.31669,0.12368,1.479,0.44873,1
20pt1.2sp,1.93945,0.31683,0.12673,1.479,0.46045,1
20pt1.2sp,1.95508,0.31714,0.12992,1.479,0.47607,1
20pt1.2sp,1.97217,0.3169,0.13198,1.479,0.49316,1
20pt1.2sp,1.99023,0.30071,0.15825,1.479,0.49316,0
20pt1.2sp,2.00488,0.29709,0.16694,1.479,0.49316,0
20pt1.2sp,2.02197,0.30223,0.17002,1.479,0.49316,0
20pt1.2sp,2.03809,0.30383,0.16719,1.99023,0.04785,1
20pt1.2sp,2.0542,0.2914,0.24491,1.99023,0.06396,1
20pt1.2sp,2.06982,0.28059,0.32056,1.99023,0.06396,0
20pt1.2sp,2.08643,0.26162,0.42369,1.99023,0.06396,0
20pt1.2sp,2.10254,0.25497,0.47714,1.99023,0.06396,0
20pt1.2sp,2.11865,0.24479,0.53772,1.99023,0.06396,0
20pt1.2sp,2.13574,0.24606,0.51686,1.99023,0.06396,0
20pt1.2sp,2.15186,0.24173,0.50586,1.99023,0.06396,0
20pt1.2sp,2.16992,0.24032,0.49269,2.11865,0.05127,1
20pt1.2sp,2.18506,0.24031,0.48688,2.11865,0.06641,1
20pt1.2sp,2.20117,0.23792,0.49005,2.11865,0.08252,1
20pt1.2sp,2.21826,0.23713,0.49207,2.11865,0.09961,1
20pt1.2sp,2.23535,0.23703,0.49478,2.11865,0.1167,1
20pt1.2sp,2.25,0.23602,0.49944,2.11865,0.13135,1
20pt1.2sp,2.26611,0.23833,0.48842,2.11865,0.14746,1
20pt1.2sp,2.2832,0.24003,0.4786,2.11865,0.16455,1
20pt1.2sp,2.2998,0.24173,0.45492,2.11865,0.18115,1
20pt1.2sp,2.31641,0.24343,0.43309,2.11865,0.19775,1
20pt1.2sp,2.33301,0.24454,0.4131,2.11865,0.21436,1
20pt1.2sp,2.34863,0.24463,0.36617,2.11865,0.21436,0
20pt1.2sp,2.36523,0.24095,0.25958,2.11865,0.21436,0
20pt1.2sp,2.38184,0.23972,0.22404,2.11865,0.21436,0
20pt1.2sp,2.39795,0.23835,0.13515,2.11865,0.21436,0
20pt1.2sp,2.41455,0.23337,0.09861,2.11865,0.21436,0
20pt1.2sp,2.43115,0.23115,0.08494,2.11865,0.21436,0
20pt1.2sp,2.44727,0.2265,0.08543,2.39795,0.04932,1
20pt1.2sp,2.46436,0.22339,0.0906,2.39795,0.06641,1
20pt1.2sp,2.48242,0.22235,0.0974,2.39795,0.08447,1
20pt1.2sp,2.49658,0.22545,0.10152,2.39795,0.09863,1
20pt1.2sp,2.51318,0.22859,0.10598,2.39795,0.11523,1
20pt1.2sp,2.52979,0.2312,0.10996,2.39795,0.13184,1
20pt1.2sp,2.54541,0.23341,0.1162,2.39795,0.14746,1
20pt1.2sp,2.5625,0.23203,0.12018,2.39795,0.16455,1
20pt1.2sp,2.57959,0.23097,0.12383,2.39795,0.18164,1
20pt1.2sp,2.59766,0.23048,0.12674,2.39795,0.19971,1
20pt1.2sp,2.61182,0.23208,0.12934,2.39795,0.21387,1
20pt1.2sp,2.62842,0.23366,0.13228,2.39795,0.23047,1
20pt1.2sp,2.64453,0.23318,0.13347,2.39795,0.24658,1
20pt1.2sp,2.66064,0.23368,0.13488,2.39795,0.2627,1
20pt1.2sp,2.67773,0.23398,0.13564,2.39795,0.27979,1
20pt1.2sp,2.69385,0.2343,0.13608,2.39795,0.2959,1
20pt1.2sp,2.7124,0.23451,0.1385,2.39795,0.31445,1
20pt1.2sp,2.72705,0.23469,0.14069,2.39795,0.3291,1
20pt1.2sp,2.74316,0.23526,0.14204,2.39795,0.34521,1
20pt1.2sp,2.75977,0.23534,0.14434,2.39795,0.36182,1
20pt1.2sp,2.77588,0.23541,0.14646,2.39795,0.37793,1
20pt1.2sp,2.79248,0.2352,0.1467,2.39795,0.39453,1
20pt1.2sp,2.81348,0.2351,0.1474,2.39795,0.41553,1
20pt1.2sp,2.8252,0.23501,0.14805,2.39795,0.42725,1
20pt1.2sp,2.8418,0.23531,0.14852,2.39795,0.44385,1
20pt1.2sp,2.8584,0.23536,0.14893,2.39795,0.46045,1
20pt1.2sp,2.875,0.2355,0.1496,2.39795,0.47705,1
20pt1.2sp,2.89258,0.23697,0.14886,2.39795,0.49463,1
20pt1.2sp,2.9082,0.23878,0.14954,2.39795,0.51025,1
20pt1.2sp,2.92627,0.24043,0.15001,2.39795,0.52832,1
20pt1.2sp,2.94043,0.24281,0.15022,2.39795,0.54248,1
20pt1.2sp,2.95703,0.24358,0.15043,2.39795,0.55908,1
20pt1.2sp,2.97314,0.24435,0.15076,2.39795,0.5752,1
20pt1.2sp,2.98975,0.24621,0.15129,2.39795,0.5918,1
20pt1.2sp,3.00635,0.27477,0.16231,2.39795,0.5918,0
20pt1.2sp,3.02344,0.28631,0.16796,2.39795,0.5918,0
20pt1.2sp,3.03906,0.28949,0.16638,2.39795,0.5918,0
20pt1.2sp,3.05566,0.29307,0.1688,3.00635,0.04932,1
20pt1.2sp,3.07227,0.29502,0.16919,3.00635,0.06592,1
20pt1.2sp,3.08838,0.30307,0.15956,3.00635,0.08203,1
20pt1.2sp,3.10547,0.30801,0.15854,3.00635,0.09912,1
20pt1.2sp,3.12207,0.31171,0.15775,3.00635,0.11572,1
20pt1.2sp,3.13867,0.31585,0.14797,3.00635,0.13232,1
20pt1.2sp,3.15332,0.32004,0.14106,3.00635,0.14697,1
20pt1.2sp,3.17041,0.3234,0.1351,3.00635,0.16406,1
20pt1.2sp,3.18701,0.32725,0.13271,3.00635,0.18066,1
20pt1.2sp,3.20361,0.331,0.13139,3.00635,0.19727,1
20pt1.2sp,3.22021,0.33442,0.13164,3.00635,0.21387,1
20pt1.2sp,3.23682,0.33565,0.13292,3.00635,0.23047,1
20pt1.2sp,3.25195,0.33697,0.13386,3.00635,0.24561,1
20pt1.2sp,3.26904,0.33823,0.13521,3.00635,0.2627,1
20pt1.2sp,3.28564,0.33891,0.13684,3.00635,0.2793,1
20pt1.2sp,3.30225,0.33966,0.13883,3.00635,0.2959,1
20pt1.2sp,3.31885,0.34033,0.14063,3.00635,0.3125,1
20pt1.2sp,3.33594,0.34103,0.14339,3.00635,0.32959,1
20pt1.2sp,3.35303,0.34184,0.14556,3.00635,0.34668,1
20pt1.2sp,3.36914,0.34252,0.14717,3.00635,0.36279,1
20pt1.2sp,3.38428,0.3433,0.14948,3.00635,0.37793,1
20pt1.2sp,3.40039,0.35622,0.17382,3.00635,0.37793,0
20pt1.2sp,3.4165,0.3456,0.18119,3.00635,0.37793,0
20pt1.2sp,3.43311,0.3542,0.17534,3.00635,0.37793,0
20pt1.2sp,3.45215,0.35959,0.16926,3.40039,0.05176,1
20pt1.2sp,3.46973,0.36245,0.16256,3.40039,0.06934,1
20pt1.2sp,3.48584,0.3673,0.15384,3.40039,0.08545,1
20pt1.2sp,3.49951,0.37093,0.14671,3.40039,0.09912,1
20pt1.2sp,3.51563,0.37371,0.14258,3.40039,0.11523,1
20pt1.2sp,3.53223,0.37388,0.1411,3.40039,0.13184,1
20pt1.2sp,3.54834,0.37571,0.14145,3.40039,0.14795,1
20pt1.2sp,3.56543,0.37748,0.1435,3.40039,0.16504,1
20pt1.2sp,3.58643,0.37934,0.14628,3.40039,0.18604,1
20pt1.2sp,3.60156,0.37962,0.147,3.40039,0.20117,1
20pt1.2sp,3.61426,0.37975,0.14688,3.40039,0.21387,1
20pt1.2sp,3.63086,0.38416,0.14682,3.40039,0.23047,1
20pt1.2sp,3.64746,0.3866,0.14721,3.40039,0.24707,1
20pt1.2sp,3.66406,0.38876,0.14787,3.40039,0.26367,1
20pt1.2sp,3.68506,0.39038,0.1485,3.40039,0.28467,1
20pt1.2sp,3.69678,0.39248,0.14826,3.40039,0.29639,1
20pt1.2sp,3.71289,0.39433,0.14761,3.40039,0.3125,1
20pt1.2sp,3.729,0.39524,0.14659,3.40039,0.32861,1
20pt1.2sp,3.74561,0.39576,0.14547,3.40039,0.34521,1
20pt1.2sp,3.76221,0.39616,0.14376,3.40039,0.36182,1
20pt1.2sp,3.77832,0.39691,0.14165,3.40039,0.37793,1
20pt1.2sp,3.79688,0.39712,0.13966,3.40039,0.39648,1
20pt1.2sp,3.81104,0.39729,0.13764,3.40039,0.41064,1
20pt1.2sp,3.82764,0.39765,0.13629,3.40039,0.42725,1
20pt1.2sp,3.84424,0.39912,0.13469,3.40039,0.44385,1
20pt1.2sp,3.86084,0.41729,0.11438,3.40039,0.44385,0
20pt1.2sp,3.87744,0.42973,0.1139,3.40039,0.44385,0
20pt1.2sp,3.896,0.44075,0.12659,3.40039,0.44385,0
20pt1.2sp,3.90967,0.44618,0.13541,3.86084,0.04883,1
20pt1.2sp,3.92578,0.4476,0.13373,3.86084,0.06494,1
20pt1.2sp,3.94287,0.45142,0.13463,3.86084,0.08203,1
20pt1.2sp,3.95947,0.45428,0.13527,3.86084,0.09863,1
20pt1.2sp,3.97559,0.44599,0.13975,3.86084,0.11475,1
20pt1.2sp,3.99316,0.43832,0.13789,3.86084,0.13232,1
20pt1.2sp,4.0083,0.43183,0.13444,3.86084,0.14746,1
20pt1.2sp,4.0249,0.42828,0.13115,3.86084,0.16406,1
20pt1.2sp,4.04102,0.42472,0.12884,3.86084,0.18018,1
20pt1.2sp,4.05811,0.42188,0.12804,3.86084,0.19727,1
20pt1.2sp,4.07471,0.41903,0.12997,3.86084,0.21387,1
20pt1.2sp,4.09131,0.41705,0.13134,3.86084,0.23047,1
20pt1.2sp,4.10693,0.41535,0.13292,3.86084,0.24609,1
20pt1.2sp,4.12354,0.4136,0.13497,3.86084,0.2627,1
20pt1.2sp,4.13965,0.41179,0.13702,3.86084,0.27881,1
20pt1.2sp,4.15625,0.38433,0.14002,3.86084,0.27881,0
20pt1.2sp,4.17285,0.38176,0.12865,3.86084,0.27881,0
20pt1.2sp,4.18896,0.39779,0.11717,3.86084,0.27881,0
20pt1.2sp,4.20605,0.40559,0.11136,4.15625,0.0498,1
20pt1.2sp,4.22266,0.42907,0.11608,4.15625,0.06641,1
20pt1.2sp,4.23779,0.44524,0.12282,4.15625,0.08154,1
20pt1.2sp,4.25488,0.4568,0.13119,4.15625,0.09863,1
20pt1.2sp,4.271,0.467,0.13236,4.15625,0.11475,1
20pt1.2sp,4.2876,0.47478,0.13351,4.15625,0.13135,1
20pt1.2sp,4.3042,0.48103,0.13262,4.15625,0.14795,1
20pt1.2sp,4.3208,0.48474,0.13217,4.15625,0.16455,1
20pt1.2sp,4.33691,0.48911,0.13133,4.15625,0.18066,1
20pt1.2sp,4.35254,0.49281,0.13063,4.15625,0.19629,1
20pt1.2sp,4.36963,0.49496,0.12921,4.15625,0.21338,1
20pt1.2sp,4.38623,0.52255,0.13047,4.15625,0.21338,0
20pt1.2sp,4.40283,0.52852,0.11933,4.15625,0.21338,0
20pt1.2sp,4.41992,0.52373,0.12282,4.15625,0.21338,0
20pt1.2sp,4.43652,0.52539,0.11572,4.38623,0.05029,1
20pt1.2sp,4.45459,0.52649,0.11031,4.38623,0.06836,1
20pt1.2sp,4.46826,0.52819,0.10159,4.38623,0.08203,1
20pt1.2sp,4.48486,0.53381,0.09901,4.38623,0.09863,1
20pt1.2sp,4.50146,0.538,0.09642,4.38623,0.11523,1
20pt1.2sp,4.51709,0.53948,0.09563,4.38623,0.13086,1
20pt1.2sp,4.53467,0.54037,0.10034,4.38623,0.14844,1
20pt1.2sp,4.55127,0.5411,0.1042,4.38623,0.16504,1
20pt1.2sp,4.56641,0.54192,0.10561,4.38623,0.18018,1
20pt1.2sp,4.5835,0.54253,0.1059,4.38623,0.19727,1
20pt1.2sp,4.6001,0.54309,0.10577,4.38623,0.21387,1
20pt1.2sp,4.61621,0.54455,0.10431,4.38623,0.22998,1
20pt1.2sp,4.63281,0.54576,0.10293,4.38623,0.24658,1
20pt1.2sp,4.64893,0.54681,0.10142,4.38623,0.2627,1
20pt1.2sp,4.66553,0.54775,0.10145,4.38623,0.2793,1
20pt1.2sp,4.68213,0.54882,0.09932,4.38623,0.2959,1
20pt1.2sp,4.69775,0.54978,0.0974,4.38623,0.31152,1
20pt1.2sp,4.71484,0.55093,0.0979,4.38623,0.32861,1
20pt1.2sp,4.73145,0.55243,0.09896,4.38623,0.34521,1
20pt1.2sp,4.74805,0.55377,0.10037,4.38623,0.36182,1
20pt1.2sp,4.76514,0.55635,0.10069,4.38623,0.37891,1
20pt1.2sp,4.78174,0.55929,0.10144,4.38623,0.39551,1
20pt1.2sp,4.79639,0.56196,0.10252,4.38623,0.41016,1
20pt1.2sp,4.8125,0.56376,0.1037,4.38623,0.42627,1
20pt1.2sp,4.8291,0.59294,0.10823,4.38623,0.42627,0
20pt1.2sp,4.84619,0.61067,0.1191,4.38623,0.42627,0
20pt1.2sp,4.86279,0.62003,0.11744,4.38623,0.42627,0
20pt1.2sp,4.88037,0.6278,0.10998,4.8291,0.05127,1
20pt1.2sp,4.89502,0.63249,0.1045,4.8291,0.06592,1
20pt1.2sp,4.91162,0.63491,0.09322,4.8291,0.08252,1
20pt1.2sp,4.92822,0.62724,0.09485,4.8291,0.09912,1
20pt1.2sp,4.94531,0.62141,0.09739,4.8291,0.11621,1
20pt1.2sp,4.96191,0.61174,0.09806,4.8291,0.13281,1
20pt1.2sp,4.979,0.60652,0.09744,4.8291,0.1499,1
20pt1.2sp,4.99512,0.60225,0.09693,4.8291,0.16602,1
20pt1.2sp,5.01025,0.59828,0.09666,4.8291,0.18115,1
20pt1.2sp,5.02686,0.59465,0.09632,4.8291,0.19775,1
20pt1.2sp,5.04346,0.59156,0.09638,4.8291,0.21436,1
20pt1.2sp,5.06006,0.58983,0.09741,4.8291,0.23096,1
20pt1.2sp,5.07666,0.58869,0.09703,4.8291,0.24756,1
20pt1.2sp,5.09326,0.58771,0.09579,4.8291,0.26416,1
20pt1.2sp,5.10986,0.58528,0.09489,4.8291,0.28076,1
20pt1.2sp,5.12646,0.55903,0.09439,4.8291,0.28076,0
