MEDIA_NAME,TIME(2020/08/09 11:23:11.132),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI
start screen,0.72302,0.55507,0.52817,0.51294,0.21008,1,
start screen,1.46484,0.45402,0.56373,0.7395,0.72534,1,
16pt1.2sp,0.07935,0.44677,0.56309,0,0.07935,1,
16pt1.2sp,0.57349,0.41873,0.54726,0.09583,0.47766,1,
16pt1.2sp,0.86816,0.3407,0.49978,0.63806,0.2301,1,Question
16pt1.2sp,1.14746,0.32603,0.6364,0.8844,0.26306,1,
16pt1.2sp,1.59204,0.33361,0.62687,1.1637,0.42834,1,
16pt1.2sp,2.0188,0.39538,0.59471,1.60706,0.41174,1,
16pt1.2sp,2.65955,0.45161,0.59643,2.03503,0.62451,1,
16pt1.2sp,3.62927,0.5088,0.56929,2.67505,0.95422,1,
16pt1.2sp,4.48169,0.55666,0.57976,3.6438,0.83789,1,
16pt1.2sp,4.92871,0.31721,0.37061,4.54834,0.38037,1,row7
16pt1.2sp,6.37134,0.49342,0.58232,4.99182,1.37952,1,
16pt1.2sp,6.89807,0.48744,0.58075,6.39111,0.50696,1,
16pt1.2sp,7.32458,0.51995,0.56451,6.91467,0.40991,1,
16pt1.2sp,7.5553,0.53252,0.49624,7.34192,0.21338,1,Question
16pt1.2sp,7.92065,0.43884,-1.62268,7.71875,0.2019,1,
16pt1.2sp,8.19531,0.43675,-2.04859,8.13013,0.06519,1,
16pt1.2sp,8.50745,0.20792,-2.02592,8.45935,0.0481,1,
16pt1.2sp,8.7207,0.14247,-2.21438,8.52417,0.19653,1,
16pt1.2sp,9.55872,-0.46057,-3.6338,9.47705,0.08167,1,
16pt1.2sp,10.23743,-0.03627,-2.25593,10.02002,0.21741,1,
16pt1.2sp,10.74121,0.06681,-1.86948,10.49475,0.24646,1,
16pt1.2sp,11.00452,0.18684,-2.02741,10.90588,0.09863,1,
16pt1.2sp,11.39966,0.78344,-1.13532,11.11938,0.28027,1,
16pt1.2sp,11.62927,0.70634,-1.13461,11.41638,0.21289,1,
16pt1.2sp,12.00671,-0.00965,-1.54806,11.79248,0.21423,1,
16pt1.2sp,12.21997,0.06447,-1.73433,12.02332,0.19666,1,
16pt1.2sp,12.45032,0.00545,-1.73165,12.38696,0.06335,1,
16pt1.2sp,12.97534,0.07894,-2.04319,12.7644,0.21094,1,
16pt1.2sp,13.43591,0.15259,-1.91947,13.18896,0.24695,1,
16pt1.2sp,13.69922,0.21553,-1.98467,13.50232,0.1969,1,
16pt1.2sp,13.96167,0.36234,-1.84178,13.76453,0.19714,1,
16pt1.2sp,14.27527,0.47694,-1.82297,14.07654,0.19873,1,
16pt1.2sp,14.50439,0.43412,-1.93345,14.29077,0.21362,1,
16pt1.2sp,14.73364,0.30957,-2.02648,14.52026,0.21338,1,
16pt1.2sp,16.19641,0.54836,0.59821,14.89807,1.29834,1,
