MEDIA_NAME,TIME(2020/06/25 11:17:45.292),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI,
start screen,0.18750,0.30546,0.07922,0.00000,0.18750,1,,
start screen,0.56250,0.47218,0.25930,0.31250,0.25000,1,,
start screen,1.68750,0.40745,0.35508,0.81250,0.87500,1,,
13pt1.2spB,0.18750,0.33874,0.32886,0.00000,0.18750,1,gap3,
13pt1.2spB,0.50000,0.27276,0.30510,0.25000,0.25000,1,,
13pt1.2spB,1.12500,0.22768,0.23246,0.56250,0.56250,1,,
13pt1.2spB,1.68750,0.26584,0.25025,1.12500,0.56250,1,,
13pt1.2spB,2.06250,0.23560,0.24445,1.75000,0.31250,1,,
13pt1.2spB,2.37500,0.26770,0.25112,2.06250,0.31250,1,,
13pt1.2spB,2.87500,0.30814,0.29654,2.43750,0.43750,1,row2,
13pt1.2spB,3.43750,0.29786,0.53467,2.93750,0.50000,1,Question,
13pt1.2spB,3.68750,0.23962,0.45577,3.43750,0.25000,1,,
13pt1.2spB,4.00000,0.26258,0.51960,3.75000,0.25000,1,,
13pt1.2spB,4.37500,0.31296,0.50983,4.00000,0.37500,1,gapQuestion,
13pt1.2spB,4.87500,0.36082,0.52398,4.37500,0.50000,1,Question,
13pt1.2spB,5.31250,0.40965,0.56125,4.87500,0.43750,1,,
13pt1.2spB,5.87500,0.42930,0.55655,5.31250,0.56250,1,,
13pt1.2spB,6.37500,0.47355,0.54978,5.87500,0.50000,1,Question,
13pt1.2spB,6.62500,0.46866,0.54480,6.37500,0.25000,1,Question,
13pt1.2spB,7.37500,0.46718,0.49717,6.81250,0.56250,1,gapQuestion,
13pt1.2spB,7.75000,0.48007,0.54687,7.37500,0.37500,1,Question,
13pt1.2spB,8.25000,0.42032,0.54484,7.75000,0.50000,1,Question,
13pt1.2spB,8.50000,0.39835,0.53101,8.25000,0.25000,1,Question,
13pt1.2spB,8.87500,0.39844,0.52694,8.56250,0.31250,1,Question,
13pt1.2spB,10.00000,0.49050,0.56364,8.87500,1.12500,1,,
13pt1.2spB,10.25000,0.41857,0.55543,10.00000,0.25000,1,,
13pt1.2spB,10.81250,0.38688,0.55601,10.25000,0.56250,1,,
13pt1.2spB,11.50000,0.30399,0.51887,10.81250,0.68750,1,gapQuestion,
13pt1.2spB,11.81250,0.29216,0.29670,11.56250,0.25000,1,row2,
13pt1.2spB,12.43750,0.27820,0.33712,11.87500,0.56250,1,,
13pt1.2spB,12.87500,0.26033,0.35389,12.43750,0.43750,1,,
13pt1.2spB,13.37500,0.28317,0.35194,12.87500,0.50000,1,gap4,
13pt1.2spB,13.93750,0.27042,0.34132,13.43750,0.50000,1,,
13pt1.2spB,14.62500,0.29553,0.32733,14.12500,0.50000,1,row3,
13pt1.2spB,15.25000,0.33602,0.34067,14.62500,0.62500,1,gap3-row4,
13pt1.2spB,15.56250,0.36812,0.38900,15.25000,0.31250,1,row6,
13pt1.2spB,16.18750,0.33719,0.53343,15.62500,0.56250,1,Question,
13pt1.2spB,16.50000,0.35950,0.38450,16.25000,0.25000,1,gap5-row6,
13pt1.2spB,17.00000,0.30928,0.35957,16.50000,0.50000,1,gap4,
13pt1.2spB,17.50000,0.35655,0.45522,17.06250,0.43750,1,row9,
13pt1.2spB,17.93750,0.39122,0.39878,17.56250,0.37500,1,gap6,
13pt1.2spB,18.25000,0.35688,0.34358,17.93750,0.31250,1,row4,
13pt1.2spB,18.50000,0.45086,0.36501,18.25000,0.25000,1,row5,
13pt1.2spB,18.81250,0.45019,0.41711,18.56250,0.25000,1,row7,
13pt1.2spB,19.31250,0.42987,0.42367,19.06250,0.25000,1,gap7,
13pt1.2spB,19.62500,0.52363,0.43082,19.31250,0.31250,1,gap7-row8,
13pt1.2spB,20.31250,0.53729,0.42389,19.62500,0.68750,1,gap7,
13pt1.2spB,20.68750,0.49891,0.42276,20.31250,0.37500,1,gap7,
13pt1.2spB,20.81250,0.41886,0.40851,20.75000,0.06250,1,row7,
13pt1.2spB,21.12500,0.45017,0.29063,20.93750,0.18750,1,gap1,
13pt1.2spB,21.62500,0.54666,0.38873,21.31250,0.31250,1,row6,
13pt1.2spB,22.18750,0.57257,0.38444,21.62500,0.56250,1,gap5-row6,
13pt1.2spB,22.37500,0.58780,0.59926,22.18750,0.18750,1,,
13pt1.2spB,22.93750,0.62695,0.45835,22.50000,0.43750,1,row9,
13pt1.2spB,23.31250,0.60738,0.42775,23.00000,0.31250,1,gap7,
13pt1.2spB,23.56250,0.65015,0.44555,23.31250,0.25000,1,gap8,
13pt1.2spB,24.12500,0.66728,0.48189,23.81250,0.31250,1,row10,
13pt1.2spB,24.43750,0.69336,0.51098,24.12500,0.31250,1,gapQuestion,
13pt1.2spB,24.81250,0.65033,0.41849,24.43750,0.37500,1,gap7,
13pt1.2spB,25.68750,0.35789,0.56709,25.43750,0.25000,1,,
13pt1.2spB,26.06250,0.24443,0.57800,25.81250,0.25000,1,,
13pt1.2spB,26.37500,0.22662,0.50544,26.06250,0.31250,1,,
13pt1.2spB,26.62500,0.34475,0.53375,26.37500,0.25000,1,Question,
13pt1sp,0.06250,0.34035,0.52240,0.00000,0.06250,1,,
13pt1sp,0.81250,0.32814,0.47064,0.18750,0.62500,1,Question,
13pt1sp,1.06250,0.28652,0.41301,0.81250,0.25000,1,,
13pt1sp,1.50000,0.26371,0.49285,1.06250,0.43750,1,,
13pt1sp,2.00000,0.30677,0.47053,1.50000,0.50000,1,Question,
13pt1sp,2.31250,0.35987,0.43808,2.06250,0.25000,1,row10,
13pt1sp,2.75000,0.40098,0.47630,2.31250,0.43750,1,Question,
13pt1sp,3.31250,0.43995,0.47013,2.75000,0.56250,1,Question,
13pt1sp,3.68750,0.46755,0.48967,3.31250,0.37500,1,Question,
13pt1sp,4.06250,0.46300,0.46980,3.68750,0.37500,1,gapQuestion-Question,
13pt1sp,4.37500,0.26372,0.34629,4.12500,0.25000,1,,
13pt1sp,4.87500,0.22375,0.33750,4.37500,0.50000,1,,
13pt1sp,5.25000,0.22362,0.34667,5.00000,0.25000,1,,
13pt1sp,5.75000,0.29725,0.47031,5.31250,0.43750,1,Question,
13pt1sp,6.18750,0.22739,0.32175,5.81250,0.37500,1,,
13pt1sp,6.50000,0.23961,0.31771,6.25000,0.25000,1,,
13pt1sp,6.75000,0.26629,0.22854,6.56250,0.18750,1,,
13pt1sp,7.25000,0.28986,0.26749,6.81250,0.43750,1,row1,
13pt1sp,7.56250,0.30923,0.37380,7.25000,0.31250,1,gap6,
13pt1sp,8.31250,0.32733,0.33855,7.56250,0.75000,1,gap4,
13pt1sp,8.62500,0.33103,0.28553,8.37500,0.25000,1,row2,
13pt1sp,8.81250,0.34309,0.30642,8.62500,0.18750,1,row3,
13pt1sp,9.18750,0.40503,0.33198,8.81250,0.37500,1,gap4,
13pt1sp,9.62500,0.41306,0.29518,9.18750,0.43750,1,gap2,
13pt1sp,10.00000,0.40705,0.29575,9.62500,0.37500,1,gap2,
13pt1sp,10.50000,0.42535,0.30841,10.06250,0.43750,1,row3,
13pt1sp,10.87500,0.45217,0.32624,10.56250,0.31250,1,row4,
