MEDIA_NAME,TIME(2020/07/29 12:17:00.523),FPOGX,FPOGY,FPOGS,FPOGD,FPOGV,AOI,
start screen,0.00000,0.51360,0.40969,0.00000,0.00000,1,,
start screen,0.00000,0.51180,0.40948,0.00000,0.00000,1,,
start screen,0.00000,0.51144,0.41233,0.00000,0.00000,1,,
start screen,0.00000,0.51165,0.41681,0.00000,0.00000,1,,
start screen,0.00000,0.51182,0.42069,0.00000,0.00000,1,,
start screen,0.00000,0.51128,0.42030,0.00000,0.00000,1,,
start screen,0.12500,0.51129,0.42015,0.00000,0.12500,1,,
start screen,0.12500,0.51130,0.42034,0.00000,0.12500,1,,
start screen,0.12500,0.51247,0.41870,0.00000,0.12500,1,,
start screen,0.12500,0.51337,0.41966,0.00000,0.12500,1,,
start screen,0.12500,0.51419,0.42065,0.00000,0.12500,1,,
start screen,0.12500,0.51315,0.41950,0.00000,0.12500,1,,
start screen,0.12500,0.51188,0.41942,0.00000,0.12500,1,,
start screen,0.25000,0.51070,0.41908,0.00000,0.25000,1,,
start screen,0.25000,0.51025,0.42396,0.00000,0.25000,1,,
start screen,0.25000,0.51017,0.42361,0.00000,0.25000,1,,
start screen,0.25000,0.51011,0.42300,0.00000,0.25000,1,,
start screen,0.25000,0.51040,0.42118,0.00000,0.25000,1,,
start screen,0.25000,0.51014,0.42185,0.00000,0.25000,1,,
start screen,0.25000,0.50991,0.42287,0.00000,0.25000,1,,
start screen,0.25000,0.50991,0.42287,0.00000,0.25000,1,,
start screen,0.37500,0.50991,0.42287,0.00000,0.37500,1,,
start screen,0.37500,0.50991,0.42287,0.00000,0.37500,1,,
start screen,0.37500,0.50782,0.42667,0.00000,0.37500,0,,
start screen,0.37500,0.50782,0.42667,0.00000,0.37500,0,,
start screen,0.37500,0.50782,0.42667,0.00000,0.37500,0,,
start screen,0.37500,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.37500,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.37500,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.00000,0.00000,0.00000,0.37500,0,,
start screen,0.50000,0.25351,0.21032,0.00000,0.37500,0,,
start screen,0.50000,0.51421,0.38838,0.00000,0.37500,0,,
start screen,0.62500,0.51437,0.37106,0.00000,0.37500,0,,
start screen,0.62500,0.51443,0.36529,0.00000,0.37500,0,,
start screen,0.62500,0.51186,0.35574,0.50000,0.12500,1,,
start screen,0.62500,0.51036,0.36148,0.50000,0.12500,1,,
start screen,0.62500,0.50935,0.36631,0.50000,0.12500,1,,
start screen,0.62500,0.50967,0.37062,0.50000,0.12500,1,,
start screen,0.62500,0.50948,0.37045,0.50000,0.12500,1,,
start screen,0.62500,0.50933,0.37031,0.50000,0.12500,1,,
start screen,0.75000,0.50638,0.37288,0.50000,0.25000,1,,
start screen,0.75000,0.50350,0.37029,0.50000,0.25000,1,,
start screen,0.75000,0.50108,0.36783,0.50000,0.25000,1,,
start screen,0.75000,0.49847,0.36746,0.50000,0.25000,1,,
start screen,0.75000,0.49620,0.36554,0.50000,0.25000,1,,
start screen,0.75000,0.49423,0.36367,0.50000,0.25000,1,,
start screen,0.75000,0.49126,0.36146,0.50000,0.25000,1,,
start screen,0.87500,0.48932,0.35997,0.50000,0.37500,1,,
start screen,0.87500,0.48761,0.35881,0.50000,0.37500,1,,
start screen,0.87500,0.48514,0.35783,0.50000,0.37500,1,,
start screen,0.87500,0.48372,0.35646,0.50000,0.37500,1,,
start screen,0.87500,0.48244,0.35508,0.50000,0.37500,1,,
start screen,0.87500,0.46032,0.34022,0.50000,0.37500,0,,
start screen,0.87500,0.45788,0.35518,0.50000,0.37500,0,,
start screen,0.87500,0.45706,0.36018,0.50000,0.37500,0,,
start screen,1.00000,0.45962,0.36129,0.87500,0.12500,1,,
start screen,1.00000,0.46369,0.35287,0.87500,0.12500,1,,
start screen,1.00000,0.46643,0.34822,0.87500,0.12500,1,,
start screen,1.00000,0.46759,0.34440,0.87500,0.12500,1,,
start screen,1.00000,0.46924,0.34450,0.87500,0.12500,1,,
start screen,1.00000,0.47054,0.34530,0.87500,0.12500,1,,
start screen,1.00000,0.46774,0.34927,0.87500,0.12500,1,,
start screen,1.00000,0.46687,0.34990,0.87500,0.12500,1,,
start screen,1.12500,0.46612,0.34996,0.87500,0.25000,1,,
start screen,1.12500,0.46522,0.35020,0.87500,0.25000,1,,
start screen,1.12500,0.46439,0.35105,0.87500,0.25000,1,,
start screen,1.12500,0.46367,0.35179,0.87500,0.25000,1,,
start screen,1.12500,0.46372,0.35411,0.87500,0.25000,1,,
start screen,1.12500,0.46292,0.35459,0.87500,0.25000,1,,
start screen,1.12500,0.46222,0.35533,0.87500,0.25000,1,,
start screen,1.25000,0.46163,0.35576,0.87500,0.37500,1,,
start screen,1.25000,0.46138,0.35711,0.87500,0.37500,1,,
start screen,1.25000,0.46115,0.35834,0.87500,0.37500,1,,
start screen,1.25000,0.46081,0.35939,0.87500,0.37500,1,,
start screen,1.25000,0.46047,0.36068,0.87500,0.37500,1,,
start screen,1.25000,0.46012,0.36125,0.87500,0.37500,1,,
start screen,1.25000,0.45979,0.36027,0.87500,0.37500,1,,
start screen,1.37500,0.46079,0.35634,0.87500,0.50000,1,,
start screen,1.37500,0.46144,0.35352,0.87500,0.50000,1,,
start screen,1.37500,0.46153,0.35028,0.87500,0.50000,1,,
start screen,1.37500,0.46161,0.34725,0.87500,0.50000,1,,
start screen,1.37500,0.46214,0.34522,0.87500,0.50000,1,,
start screen,1.37500,0.46222,0.34304,0.87500,0.50000,1,,
start screen,1.37500,0.46431,0.31092,0.87500,0.50000,0,,
start screen,1.37500,0.47000,0.31014,0.87500,0.50000,0,,
start screen,1.50000,0.47382,0.31460,0.87500,0.50000,0,,
start screen,1.50000,0.47583,0.32006,1.37500,0.12500,1,,
